Username,Name,Location,Description,Website,Verified,Followers,Followings,Public member,Likes,Total tweets,Date created,Default theme,Default photo,Tweet's source,Tweet's geotagged,Tweet's retweets,Tweet's likes,Tweet's mentions,Tweet's hashtags,Tweet's link
susan_nicolai,Susan Nicolai,London,"Senior Research Fellow, ODI. Research Director, EdTech Hub. Tweets on international development, all and sundry, especially education. Usual caveats apply...",https://t.co/i3MBWmNhhp,FALSE,1599,976,68,321,1818,2012-05-18 13:35:10+00:00,TRUE,FALSE,Twitter Web App,,8,9,"[{'screen_name': 'ODI_Global', 'name': 'ODI', 'id': 34570810, 'id_str': '34570810', 'indices': [150, 161]}]","[{'text': 'Pakistan', 'indices': [108, 117]}, {'text': 'Covid', 'indices': [139, 145]}]","[{'url': 'https://t.co/ULFc7Wf8ah', 'expanded_url': 'https://twitter.com/GlobalEdTechHub/status/1562738355606917120', 'display_url': 'twitter.com/GlobalEdTechHu…', 'indices': [162, 185]}]"
livewellsw,Livewell Southwest,Plymouth,"We are an award winning social enterprise providing integrated health and social care services in Plymouth, South Hams and West Devon.",https://t.co/zsZrvZXsv2,TRUE,10314,651,203,3503,11975,2009-02-13 11:44:22+00:00,FALSE,FALSE,Twitter Media Studio,,2,3,[],"[{'text': 'Covid', 'indices': [231, 237]}, {'text': 'Health', 'indices': [238, 245]}]",[]
DrPiyushKrbihar,"Dr Piyush Kumar, MBBS, EMOC,PGDPHM",INDIA,"MBBS, EMOC,PGDPHM, Public Health, INDEPENDENT RESEARCHER, Author, Medical Officer,HEALTH SERVICES, GOVERNMENT OF BIHAR. https://t.co/PnAvy1c60G…",https://t.co/8w5ZLB6CAV,FALSE,243,2048,0,2336,3178,2020-08-19 13:10:46+00:00,TRUE,FALSE,Twitter Web App,,1,3,[],"[{'text': 'COVID', 'indices': [44, 50]}, {'text': 'Pandemic', 'indices': [54, 63]}, {'text': 'Season', 'indices': [65, 72]}]","[{'url': 'https://t.co/4shX6kddMa', 'expanded_url': 'https://medwinpublishers.com/PHOA/what-is-the-impact-of-covid-19-pandemic,-season-and-temperature-on-prevalence-of-childhood-diarrhoeal-cases-and-treatment-in-india-during-2018-2021-a-41-months-cross-sectional-research-study.pdf', 'display_url': 'medwinpublishers.com/PHOA/what-is-t…', 'indices': [256, 279]}]"
BNNCA,BNN Canada,Toronto,"Founded by @gchahal, @BNNCA is part of @BNNBreaking, a global news network, providing breaking news, data modeling & research in over 200 markets.",https://t.co/hYTVY2dfDz,FALSE,3965,3806,9,368,3484,2014-04-16 09:20:32+00:00,FALSE,FALSE,Twitter Web App,,4,6,"[{'screen_name': 'WesternU', 'name': 'Western University', 'id': 20601500, 'id_str': '20601500', 'indices': [34, 43]}]","[{'text': 'backlash', 'indices': [9, 18]}, {'text': 'COVID', 'indices': [73, 79]}]",[]
GivingCuppa,Giving up and having a nice Cuppa For PM,Middle of Nowhere. England ,"Just living is political. #socialcare because I #care. And that's ""Ms. Tree Hugging Lefty Liberal"" to you, mate. #ToriesDoNotCare #GetBorisGone 🗿🌳🧙‍♀️ 💖",,FALSE,2818,3344,6,55651,50028,2020-12-28 20:24:15+00:00,TRUE,FALSE,Twitter Web App,,1,1,[],"[{'text': 'Covid', 'indices': [16, 22]}, {'text': 'English', 'indices': [32, 40]}, {'text': 'CovidIsNotOver', 'indices': [203, 218]}, {'text': 'ToriesUnfitToGovern', 'indices': [219, 239]}, {'text': 'ToriesDoNotCare', 'indices': [240, 256]}]","[{'url': 'https://t.co/WlTIbTM4yt', 'expanded_url': 'https://www.theguardian.com/world/2022/aug/24/routine-covid-tests-in-english-hospitals-to-be-scrapped-next-week', 'display_url': 'theguardian.com/world/2022/aug…', 'indices': [179, 202]}]"
EdwardRayne,Edward Anthony Rayne,"London, England",Many things. Twitter is fascinating. Producer,,FALSE,2887,905,110,4207,63686,2011-04-14 14:43:18+00:00,FALSE,FALSE,Twitter Web App,,1,1,"[{'screen_name': 'RishiSunak', 'name': 'Rishi Sunak', 'id': 1168968080690749441, 'id_str': '1168968080690749441', 'indices': [187, 198]}]","[{'text': 'covid', 'indices': [119, 125]}]","[{'url': 'https://t.co/FTZdnVO0sl', 'expanded_url': 'https://www.bbc.co.uk/news/uk-politics-62664537', 'display_url': 'bbc.co.uk/news/uk-politi…', 'indices': [257, 280]}]"
craignorriscbc,Craig Norris,"Guelph, ON",Host of The Morning Edition on @CBCKW891 & host/producer of #InTheKeyofC on @CBCRadio 1 across Ontario. Singer for @TheKramdens.,https://t.co/M8no2539eX,TRUE,12992,5309,297,9284,50231,2008-09-10 12:53:19+00:00,FALSE,FALSE,Hootsuite Inc.,,1,1,"[{'screen_name': 'UWPharmacy', 'name': 'Waterloo Pharmacy', 'id': 2161088306, 'id_str': '2161088306', 'indices': [121, 132]}, {'screen_name': 'kgrindrod', 'name': 'Dr. Kelly Grindrod 🇨🇦 PharmD', 'id': 135254970, 'id_str': '135254970', 'indices': [135, 145]}, {'screen_name': 'CBCKW891', 'name': 'CBC KW', 'id': 1114542486, 'id_str': '1114542486', 'indices': [163, 172]}]","[{'text': 'COVID', 'indices': [94, 100]}]","[{'url': 'https://t.co/eMMgCDrK4w', 'expanded_url': 'http://ow.ly/9SQe50Jqef9', 'display_url': 'ow.ly/9SQe50Jqef9', 'indices': [205, 228]}]"
neeri_wwtd,CSIR-NEERI: Wastewater Technology Division,Nagpur,"To provide solutions and interventions for Industry, government departments, urban local bodies and Judiciary for Wastewater Treatment & Pollution Control.",https://t.co/dYCFn2HfWr,FALSE,375,69,1,381,1123,2020-07-07 06:03:00+00:00,TRUE,FALSE,Twitter Web App,,2,4,"[{'screen_name': 'neeri_wwtd', 'name': 'CSIR-NEERI: Wastewater Technology Division', 'id': 1280381739429277696, 'id_str': '1280381739429277696', 'indices': [87, 98]}]","[{'text': 'GIS', 'indices': [0, 4]}, {'text': 'Covid_19', 'indices': [23, 32]}, {'text': 'India', 'indices': [46, 52]}, {'text': 'Vaccination', 'indices': [105, 117]}, {'text': 'CoronaVirusUpdates', 'indices': [190, 209]}, {'text': 'COVID', 'indices': [210, 216]}, {'text': 'CovidIsNotOver', 'indices': [217, 232]}, {'text': 'COVID19', 'indices': [233, 241]}, {'text': 'CovidVaccine', 'indices': [242, 255]}, {'text': 'Maharashtra', 'indices': [256, 268]}, {'text': 'Delhi', 'indices': [269, 275]}]",[]
SmartCompany,SmartCompany,"Melbourne, Australia","The voice of Australian entrepreneurship. Send tips to news@smartcompany.com.au.

Get the latest business headlines  ⬇️",https://t.co/7QqhVU3Sui,TRUE,49176,19004,0,2461,59049,2008-08-22 06:26:46+00:00,FALSE,FALSE,Buffer,,1,1,[],"[{'text': 'covid', 'indices': [198, 204]}, {'text': 'coronavirus', 'indices': [205, 217]}]","[{'url': 'https://t.co/DMtuyhSv5K', 'expanded_url': 'https://buff.ly/3pHo7Wm', 'display_url': 'buff.ly/3pHo7Wm', 'indices': [218, 241]}]"
chrisoldcorn,Christopher Oldcorn,,"Journalist and Opinion Writer @WSOnlineNews
coldcorn@westernstandard.news",https://t.co/2ke2UpjsJU,FALSE,3189,4994,170,8330,152276,2007-09-21 18:02:13+00:00,FALSE,FALSE,Buffer,,1,2,[],"[{'text': 'news', 'indices': [46, 51]}, {'text': 'canada', 'indices': [52, 59]}, {'text': 'Sask', 'indices': [60, 65]}, {'text': 'saskatchewan', 'indices': [66, 79]}, {'text': 'sk', 'indices': [80, 83]}, {'text': 'government', 'indices': [84, 95]}, {'text': 'saskpoli', 'indices': [96, 105]}, {'text': 'skpoli', 'indices': [106, 113]}, {'text': 'covidsk', 'indices': [114, 122]}, {'text': 'covid19', 'indices': [123, 131]}, {'text': 'covid', 'indices': [132, 138]}, {'text': 'healthcare', 'indices': [139, 150]}, {'text': 'health', 'indices': [151, 158]}, {'text': 'hospitalizations', 'indices': [159, 176]}, {'text': 'maskmandate', 'indices': [177, 189]}]","[{'url': 'https://t.co/Ns82yRLxHy', 'expanded_url': 'https://buff.ly/3AchcJN', 'display_url': 'buff.ly/3AchcJN', 'indices': [190, 213]}]"
indiacom,India.com,India,"Follow https://t.co/nmmdlt6yrA for breaking news from India and around the world, cricket updates, Bollywood gossip, travel tips and more | Zee Media",https://t.co/rL5FoZavAT,TRUE,28066,876,307,537,258193,2009-03-04 16:20:07+00:00,FALSE,FALSE,Twitter Web App,,2,1,[],"[{'text': 'Italy', 'indices': [0, 6]}, {'text': 'monkeypox', 'indices': [32, 42]}, {'text': 'COVID', 'indices': [45, 51]}, {'text': 'HIV', 'indices': [57, 61]}, {'text': 'Covid_19', 'indices': [110, 119]}, {'text': 'COVID19', 'indices': [120, 128]}, {'text': 'CoronavirusUpdates', 'indices': [129, 148]}, {'text': 'monkeypoxupdate', 'indices': [149, 165]}, {'text': 'HIVpositive', 'indices': [166, 178]}]","[{'url': 'https://t.co/lpLzmQFsOZ', 'expanded_url': 'https://www.india.com/news/world/italian-man-tests-positive-for-monkeypox-covid-hiv-at-the-same-time-symptoms-reported-5592720/', 'display_url': 'india.com/news/world/ita…', 'indices': [181, 204]}]"
wbdtt3,推特你是最后一代,,王八蛋推特,,FALSE,526,1801,1,1321,7773,2022-05-20 13:51:38+00:00,TRUE,FALSE,Twitter Web App,,0,0,[],"[{'text': 'Covid', 'indices': [65, 71]}]","[{'url': 'https://t.co/PmK7S5LqNL', 'expanded_url': 'https://reurl.cc/D3oan', 'display_url': 'reurl.cc/D3oan', 'indices': [118, 141]}]"
valurank,Valurank,"Austin, TX","I am a bot that evaluates articles. If you want to run the same NLP tools yourself, check out our website, or the Valurank extension on the chrome web store.",https://t.co/O54Ogzib02,FALSE,263,371,11,1,171198,2021-09-26 16:19:54+00:00,TRUE,FALSE,Valurank,,1,0,[],"[{'text': 'DailyMirror', 'indices': [123, 135]}, {'text': 'SriLanka', 'indices': [136, 145]}, {'text': 'SLnews', 'indices': [146, 153]}, {'text': 'COVID19', 'indices': [154, 162]}, {'text': 'Covid', 'indices': [163, 169]}]","[{'url': 'https://t.co/6WJzWRa6iW', 'expanded_url': 'https://r.valurank.com/AOLOmZ0X', 'display_url': 'r.valurank.com/AOLOmZ0X', 'indices': [86, 109]}, {'url': 'https://t.co/XCdm1Q92Re', 'expanded_url': 'https://twitter.com/66329707/status/1562741997349130242', 'display_url': 'twitter.com/66329707/statu…', 'indices': [170, 193]}]"
PandemiaSurvive,Pandemia,,All things pandemic focusing currently on COVID-19 or to give it its common name coronavirus.,,FALSE,22,41,0,17,2039,2020-03-26 22:59:18+00:00,TRUE,FALSE,SocialBee.io v2,,1,2,[],"[{'text': 'Coronavirus', 'indices': [64, 76]}, {'text': 'Covid', 'indices': [77, 83]}]","[{'url': 'https://t.co/aXVHvI0hid', 'expanded_url': 'https://www.bbc.co.uk/news/uk-politics-62664537?at_medium=RSS&at_campaign=KARANGA', 'display_url': 'bbc.co.uk/news/uk-politi…', 'indices': [87, 110]}]"
JoePajak,Dr Joe Pajak 💙 CSci NHS FT Governor,🏳️‍🌈🇪🇺🇬🇧🇵🇱🇮🇪🇺🇦🇮🇹,PhD ⚛️ physical chemistry 🌬Covid is an airborne respiratory virus 🇪🇺 🏳️‍🌈 integrity; diversity; inclusion; lifelong learning; 💙 NHS: health + social care.,https://t.co/1W5DFxR64J,FALSE,14642,12901,143,92103,88398,2009-11-15 11:40:21+00:00,FALSE,FALSE,Twitter Web App,,8,9,"[{'screen_name': 'Join_ZOE', 'name': 'join_zoe', 'id': 963841070718246912, 'id_str': '963841070718246912', 'indices': [72, 81]}]","[{'text': 'CovidIsNotOver', 'indices': [0, 15]}, {'text': 'Covid', 'indices': [51, 57]}, {'text': 'BA5', 'indices': [204, 208]}, {'text': 'NHScrisis', 'indices': [264, 274]}]",[]
GivingCuppa,Giving up and having a nice Cuppa For PM,Middle of Nowhere. England ,"Just living is political. #socialcare because I #care. And that's ""Ms. Tree Hugging Lefty Liberal"" to you, mate. #ToriesDoNotCare #GetBorisGone 🗿🌳🧙‍♀️ 💖",,FALSE,2818,3344,6,55651,50028,2020-12-28 20:24:15+00:00,TRUE,FALSE,Twitter Web App,,0,0,[],"[{'text': 'COVID', 'indices': [124, 130]}, {'text': 'deathtoll', 'indices': [131, 141]}, {'text': 'lockdown', 'indices': [239, 248]}]",[]
wurst_martin,Martin Wurst,,"Stinkor.
Evil master of odors.",,FALSE,20,571,2,5181,1587,2016-09-05 13:10:39+00:00,TRUE,FALSE,Twitter Web App,,0,2,"[{'screen_name': 'Mike_Fabricant', 'name': 'Michael Fabricant 🇬🇧🇺🇦', 'id': 19058678, 'id_str': '19058678', 'indices': [0, 15]}, {'screen_name': 'BorisJohnson', 'name': 'Boris Johnson', 'id': 3131144855, 'id_str': '3131144855', 'indices': [16, 29]}]","[{'text': 'Covid', 'indices': [81, 87]}, {'text': 'BorisJohnson', 'indices': [245, 258]}]","[{'url': 'https://t.co/lwGz8PT9MI', 'expanded_url': 'https://www.bbc.co.uk/news/uk-england-61227709', 'display_url': 'bbc.co.uk/news/uk-englan…', 'indices': [261, 284]}]"
KarEl992,CryptoKid,,"Wouldn't you like to know, you nosey twat!",,FALSE,176,299,4,13542,1695,2021-12-19 12:21:47+00:00,TRUE,FALSE,Twitter for Android,,1,1,[],"[{'text': 'Covid', 'indices': [48, 54]}, {'text': 'vaccine', 'indices': [55, 63]}, {'text': 'vaccinated', 'indices': [128, 139]}, {'text': 'unvaccinated', 'indices': [140, 153]}]",[]
JPCK1991,J,,,,FALSE,0,2,0,29,18,2022-08-13 14:06:00+00:00,TRUE,TRUE,Twitter Web App,,0,0,[],"[{'text': 'eatouttohelpout', 'indices': [82, 98]}, {'text': 'covid', 'indices': [99, 105]}, {'text': 'coronavirus', 'indices': [106, 118]}, {'text': 'ConservativeLeadershipContest', 'indices': [119, 149]}, {'text': 'Conservatives', 'indices': [150, 164]}, {'text': 'ToryCostOfLivingCrisis', 'indices': [165, 188]}, {'text': 'ToryFascists', 'indices': [189, 202]}, {'text': 'BBC', 'indices': [203, 207]}, {'text': 'BBCBreakfast', 'indices': [208, 221]}, {'text': 'bbcnews', 'indices': [222, 230]}, {'text': 'sky', 'indices': [231, 235]}, {'text': 'skynews', 'indices': [236, 244]}]","[{'url': 'https://t.co/r9b1BbhkWQ', 'expanded_url': 'https://twitter.com/chezspencer1/status/1562736880038592514', 'display_url': 'twitter.com/chezspencer1/s…', 'indices': [245, 268]}]"
GivingCuppa,Giving up and having a nice Cuppa For PM,Middle of Nowhere. England ,"Just living is political. #socialcare because I #care. And that's ""Ms. Tree Hugging Lefty Liberal"" to you, mate. #ToriesDoNotCare #GetBorisGone 🗿🌳🧙‍♀️ 💖",,FALSE,2818,3344,6,55651,50028,2020-12-28 20:24:15+00:00,TRUE,FALSE,Twitter Web App,,0,0,[],"[{'text': 'COVID', 'indices': [12, 18]}, {'text': 'cancer', 'indices': [37, 44]}, {'text': 'GavinWilliamson', 'indices': [64, 80]}, {'text': 'school', 'indices': [101, 108]}, {'text': 'exams', 'indices': [127, 133]}, {'text': 'Sunak', 'indices': [136, 142]}, {'text': 'COVID', 'indices': [201, 207]}, {'text': 'SAGE', 'indices': [237, 242]}]",[]
vaxpacstudy,VaX-PaC Study,London,A @UCL @OsakaU_Research Vax Acceptance for Parents & Children (VaxPac) Study. How to support family's vaccine decisions. @UCL_Global PI @DrKeriWong Co-I @Asarin,https://t.co/FVqy3hx6CI,FALSE,15,31,0,28,46,2022-02-21 13:40:39+00:00,TRUE,FALSE,Twitter Web App,,0,0,[],"[{'text': 'researchfindings', 'indices': [1, 18]}, {'text': 'vaccineacceptance', 'indices': [103, 121]}, {'text': 'vaccine', 'indices': [131, 139]}, {'text': 'anxieties', 'indices': [140, 150]}, {'text': 'covid', 'indices': [155, 161]}, {'text': 'parentsandchildren', 'indices': [162, 181]}, {'text': 'vaccines', 'indices': [182, 191]}, {'text': 'publichealth', 'indices': [192, 205]}, {'text': 'localcommunity', 'indices': [206, 221]}, {'text': 'trust', 'indices': [222, 228]}, {'text': 'research', 'indices': [230, 239]}]",[]
vaxpacstudy,VaX-PaC Study,London,A @UCL @OsakaU_Research Vax Acceptance for Parents & Children (VaxPac) Study. How to support family's vaccine decisions. @UCL_Global PI @DrKeriWong Co-I @Asarin,https://t.co/FVqy3hx6CI,FALSE,15,31,0,28,46,2022-02-21 13:40:39+00:00,TRUE,FALSE,Twitter Web App,,0,0,[],"[{'text': 'researchfindings', 'indices': [1, 18]}, {'text': 'challenging', 'indices': [77, 89]}, {'text': 'covid', 'indices': [113, 119]}, {'text': 'covid', 'indices': [138, 144]}, {'text': 'parentsandchildren', 'indices': [145, 164]}, {'text': 'Mentalhealth', 'indices': [165, 178]}, {'text': 'vaccines', 'indices': [179, 188]}, {'text': 'research', 'indices': [189, 198]}, {'text': 'childcare', 'indices': [199, 209]}]",[]
vaxpacstudy,VaX-PaC Study,London,A @UCL @OsakaU_Research Vax Acceptance for Parents & Children (VaxPac) Study. How to support family's vaccine decisions. @UCL_Global PI @DrKeriWong Co-I @Asarin,https://t.co/FVqy3hx6CI,FALSE,15,31,0,28,46,2022-02-21 13:40:39+00:00,TRUE,FALSE,Twitter Web App,,0,0,[],"[{'text': 'researchfindings', 'indices': [1, 18]}, {'text': 'parents', 'indices': [86, 94]}, {'text': 'decisionmaking', 'indices': [95, 110]}, {'text': 'vaccination', 'indices': [134, 146]}, {'text': 'covid', 'indices': [185, 191]}, {'text': 'parentsandchildren', 'indices': [192, 211]}, {'text': 'vaccines', 'indices': [212, 221]}, {'text': 'research', 'indices': [222, 231]}]",[]
vaxpacstudy,VaX-PaC Study,London,A @UCL @OsakaU_Research Vax Acceptance for Parents & Children (VaxPac) Study. How to support family's vaccine decisions. @UCL_Global PI @DrKeriWong Co-I @Asarin,https://t.co/FVqy3hx6CI,FALSE,15,31,0,28,46,2022-02-21 13:40:39+00:00,TRUE,FALSE,Twitter Web App,,5,7,"[{'screen_name': 'ucl', 'name': 'UCL', 'id': 322601789, 'id_str': '322601789', 'indices': [223, 227]}, {'screen_name': 'UCL_Global', 'name': 'UCL Global', 'id': 2341790743, 'id_str': '2341790743', 'indices': [228, 239]}, {'screen_name': 'OsakaU_Research', 'name': 'Research@OU (ResOU)', 'id': 3247508527, 'id_str': '3247508527', 'indices': [240, 256]}, {'screen_name': 'DrKeriWong', 'name': 'Dr Keri Wong', 'id': 2168862035, 'id_str': '2168862035', 'indices': [257, 268]}, {'screen_name': 'asarin', 'name': 'oʞɐsɐ ɐɹnıɯ', 'id': 4930111, 'id_str': '4930111', 'indices': [269, 276]}]","[{'text': 'STUDYUPDATE', 'indices': [1, 13]}, {'text': 'parents', 'indices': [40, 48]}, {'text': 'vaccinedecisions', 'indices': [68, 85]}, {'text': 'children', 'indices': [97, 106]}, {'text': 'pandemic', 'indices': [133, 142]}, {'text': 'support', 'indices': [146, 154]}, {'text': 'COVID', 'indices': [196, 202]}, {'text': 'research', 'indices': [203, 212]}]",[]
DrPiyushKrbihar,"Dr Piyush Kumar, MBBS, EMOC,PGDPHM",INDIA,"MBBS, EMOC,PGDPHM, Public Health, INDEPENDENT RESEARCHER, Author, Medical Officer,HEALTH SERVICES, GOVERNMENT OF BIHAR. https://t.co/PnAvy1c60G…",https://t.co/8w5ZLB6CAV,FALSE,243,2048,0,2336,3178,2020-08-19 13:10:46+00:00,TRUE,FALSE,Twitter Web App,,1,3,[],"[{'text': 'PUBLICATION', 'indices': [39, 51]}, {'text': 'mortality', 'indices': [145, 155]}, {'text': 'registration', 'indices': [156, 169]}, {'text': 'COVID', 'indices': [173, 179]}, {'text': 'Bihar', 'indices': [215, 221]}, {'text': 'NFHS', 'indices': [244, 249]}]","[{'url': 'https://t.co/h9EDIonphs', 'expanded_url': 'https://doi.org/10.33140/AEWMR.05.02.09', 'display_url': 'doi.org/10.33140/AEWMR…', 'indices': [57, 80]}]"
nyblacklight,The Blacklight,"Harlem, NYC","The Blacklight is the @nyamnews' investigative unit.

https://t.co/QHz5GGUklR",https://t.co/ZySHoL4YhL,FALSE,101,151,0,813,982,2022-02-01 16:59:55+00:00,TRUE,FALSE,Twitter Web App,,5,4,[],"[{'text': 'COVID', 'indices': [54, 60]}]","[{'url': 'https://t.co/9f6fsAgNqs', 'expanded_url': 'https://amsterdamnews.com/news/2022/08/25/voluntary-exposure-of-children-to-covid-19-high-risks-no-gain/', 'display_url': 'amsterdamnews.com/news/2022/08/2…', 'indices': [202, 225]}]"
cliffordribner,Clifford Ribner,"Tulsa, Oklahoma","Clifford Ribner holds both a J.D. and an LL.M (in Tax) from New York University School of Law and graduated A.B. Magna Cum Laude, Cornell University",https://t.co/BCI4NCX3OT,FALSE,24,18,1,19,4258,2012-05-16 12:13:46+00:00,FALSE,FALSE,CliffordRibnerWeb,,2,2,[],"[{'text': 'cdc', 'indices': [51, 55]}, {'text': 'covid', 'indices': [56, 62]}, {'text': 'fauci', 'indices': [63, 69]}, {'text': 'vaccines', 'indices': [70, 79]}]","[{'url': 'https://t.co/Ic3TI86Q1k', 'expanded_url': 'https://cliffordribner.com/?p=339397&wpwautoposter=1661421345', 'display_url': 'cliffordribner.com/?p=339397&wpwa…', 'indices': [80, 103]}]"
shepkids4,Ian shepherd,,hubby..father. .love afc and doctor who,,FALSE,570,4470,16,23953,21568,2011-03-12 07:30:59+00:00,FALSE,FALSE,Twitter for Android,,1,1,"[{'screen_name': 'CMO_England', 'name': 'Professor Chris Whitty', 'id': 1178622443814084608, 'id_str': '1178622443814084608', 'indices': [37, 49]}]","[{'text': 'COVID', 'indices': [138, 144]}]",[]
shippguy2002,#24002,"Barrie, Ontario",Husband of 1. Dad of 2.  Trying to affect a positive change in an increasingly negative world.,,FALSE,729,632,11,14943,28676,2012-03-06 19:13:34+00:00,TRUE,FALSE,Twitter Web App,,0,0,"[{'screen_name': 'DanRather', 'name': 'Dan Rather', 'id': 36711022, 'id_str': '36711022', 'indices': [0, 10]}]","[{'text': 'covid', 'indices': [247, 253]}, {'text': 'generalstrike', 'indices': [281, 295]}]",[]
CleanerFoods,CleanerGreenerFoods,"Central Park Heights, Baltimore",we manage the process of moving from Seeds..Plants..Veggies..Meals CleanerGreenerFoods BALTIMORE. Come GROW with us #mylovelies ❤️,https://t.co/ahJn6tLiZD,FALSE,283,645,2,4241,2076,2017-05-12 09:28:18+00:00,TRUE,FALSE,Twitter for iPhone,"Place(_api=<tweepy.api.API object at 0x0000025351E25A60>, id='c0b8e8dc81930292', url='https://api.twitter.com/1.1/geo/id/c0b8e8dc81930292.json', place_type='city', name='Baltimore', full_name='Baltimore, MD', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000025351E25A60>, type='Polygon', coordinates=[[[-76.7115205, 39.197211], [-76.529443, 39.197211], [-76.529443, 39.372215], [-76.7115205, 39.372215]]]), attributes={})",4,8,[],"[{'text': 'grateful', 'indices': [56, 65]}, {'text': 'blackexcellence', 'indices': [105, 121]}, {'text': 'ourBaltimore', 'indices': [155, 168]}, {'text': 'urbanagriculture', 'indices': [188, 205]}, {'text': 'COVID', 'indices': [263, 269]}]",[]
